"","X","Id","Label","Interval","Weight","Dept","Orientation"
"273",273,"aVorcfUAAAAJ","MICHAEL P SHEETZ ",0,1,"BIO",NA
"274",274,"avq8-1QAAAAJ","ROB A RUTENBAR ",0,1,"CS",NA
"275",275,"axOnEnQAAAAJ","ALEXANDER I RUDNICKY ",0,1,"CS",NA
"276",276,"Py54GcEAAAAJ","ALEXANDER G HAUPTMANN ",0,1,"CS",NA
"277",277,"aydzTogAAAAJ","AGNES HUI CHAN ",0,1,"CS",NA
"278",278,"aYoIn9UAAAAJ","MICHAEL GEORGE HAHN ",0,1,"BIO",NA
"279",279,"AYT3-TcAAAAJ","DALE H CLAYTON ",0,1,"BIO",NA
"280",280,"azVcOOgAAAAJ","WILLIAM MADISON LEWIS ",0,1,"BIO",NA
"281",281,"b0k2tTgAAAAJ","GERARD G MEDIONI ",0,1,"CS",NA
"282",282,"b2f-PjYAAAAJ","DOUGLAS E COMER ",0,1,"CS",NA
"283",283,"b2xYckIAAAAJ","ROGER D SLOBODA ",0,1,"BIO",NA
"284",284,"B46xY4sAAAAJ","PERRY B HACKETT ",0,1,"BIO",NA
"285",285,"bAa___kAAAAJ","HECTOR GARCIA-MOLINA ",0,1,"CS",NA
"286",286,"wtZwMSgAAAAJ","DANIEL BARBARA ",0,1,"CS",NA
"287",287,"nvKQ7JQAAAAJ","PETER SCHEUERMANN ",0,1,"CS",NA
"288",288,"C_cWJIkAAAAJ","CHRIS CLIFTON ",0,1,"CS",NA
"289",289,"bAipNH8AAAAJ","JUDEA PEARL ",0,1,"CS",NA
"290",290,"BbzZlWsAAAAJ","DANIEL M FLEETWOOD ",0,1,"CS",NA
"291",291,"bcCYp-0AAAAJ","MICHAEL D PURUGGANAN ",0,1,"BIO",NA
"292",292,"bcDwcMQAAAAJ","WALTER S LEAL ",0,1,"BIO",NA
"293",293,"BCRISEEAAAAJ","TODD F DUPONT ",0,1,"CS",NA
"294",294,"bCTAqq4AAAAJ","TEOFILO F GONZALEZ ",0,1,"CS",NA
"295",295,"gMQWxE0AAAAJ","SARTAJ KUMAR SAHNI ",0,1,"CS",NA
"296",296,"BD8llAEAAAAJ","H SEBASTIAN SEUNG ",0,1,"CS",NA
"297",297,"bENqhCkAAAAJ","FEVZI DALDAL ",0,1,"BIO",NA
"298",298,"bf7u8fUAAAAJ","DAVID H RAULET ",0,1,"BIO",NA
"299",299,"BfF2lIkAAAAJ","ERIC F WIESCHAUS ",0,1,"BIO",NA
"300",300,"BFNNvUYAAAAJ","STEPHEN CARLYLE WINANS ",0,1,"BIO",NA
"301",301,"bfoVtzwAAAAJ","DANIEL R ESS ",0,1,"BIO",NA
"302",302,"BGRij7sAAAAJ","JOSEPH DANIEL BUXBAUM ",0,1,"BIO",NA
"303",303,"bh-uRFMAAAAJ","TREVOR J DARRELL ",0,1,"CS",NA
"304",304,"nXBQn7gAAAAJ","STAN SCLAROFF ",0,1,"CS",NA
"305",305,"oAMW4OEAAAAJ","MICAH BECK ",0,1,"CS",NA
"306",306,"BhIIVrQAAAAJ","KAM WENG LEONG ",0,1,"BIO",NA
"307",307,"bhO5bMAAAAAJ","MICHAEL J PAZZANI ",0,1,"CS",NA
"308",308,"BhqtmXMAAAAJ","NEIL JAMES VICKERS ",0,1,"BIO",NA
"309",309,"BJAXIbQAAAAJ","JOSEPH N WILSON ",0,1,"CS",NA
"310",310,"GD3jwG8AAAAJ","PAUL D GADER ",0,1,"CS",NA
"311",311,"bkN-YUkAAAAJ","CHARLES CHILTON WEEMS ",0,1,"CS",NA
"312",312,"4Ts9jNQAAAAJ","ALAN D SUSSMAN ",0,1,"CS",NA
"313",313,"QaLf6bEAAAAJ","DAVID A PADUA ",0,1,"CS",NA
"314",314,"BkrB4awAAAAJ","RICHARD THOMAS SNODGRASS ",0,1,"CS",NA
"315",315,"blFs68UAAAAJ","INDRAJIT RAY ",0,1,"CS",NA
"316",316,"blg0nusAAAAJ","VIMLA L PATEL ",0,1,"BIO",NA
"317",317,"blwKAkUAAAAJ","RALPH GRISHMAN ",0,1,"CS",NA
"318",318,"BMcwwBgAAAAJ","LYNDA F DELPH ",0,1,"BIO",NA
"319",319,"BMSO3yEAAAAJ","BONNIE BARTEL ",0,1,"BIO",NA
"320",320,"bNE_Cy4AAAAJ","JONATHAN D WALTON ",0,1,"BIO",NA
"321",321,"bnoxnFwAAAAJ","JAY BARRETT BROCKMAN ",0,1,"CS",NA
"322",322,"BnxU9TEAAAAJ","VIPIN KUMAR ",0,1,"CS",NA
"323",323,"PHGvd5cAAAAJ","RABI N MAHAPATRA ",0,1,"CS",NA
"324",324,"bqkhX54AAAAJ","SURESH JAGANNATHAN ",0,1,"CS",NA
"325",325,"bU3P8twAAAAJ","M LUISA IRUELA-ARISPE ",0,1,"BIO",NA
"326",326,"bWTPrLEAAAAJ","JOHN N TSITSIKLIS ",0,1,"CS",NA
"327",327,"VUmcVOAAAAAJ","DIMITRI P BERTSEKAS ",0,1,"CS",NA
"328",328,"Bwtxxf8AAAAJ","BERND STURMFELS ",0,1,"CS",NA
"329",329,"bxi6JXYAAAAJ","DANA ANGLUIN ",0,1,"CS",NA
"330",330,"BY4seCsAAAAJ","DENNIS R BUCKMASTER ",0,1,"BIO",NA
"331",331,"bykS5JAAAAAJ","CUNMING DUAN ",0,1,"BIO",NA
"332",332,"BzlPljQAAAAJ","ISWAR K HARIHARAN ",0,1,"BIO",NA
"333",333,"c0dqLZAAAAAJ","LEE A FUIMAN ",0,1,"BIO",NA
"334",334,"C1c54H4AAAAJ","TIM STEARNS ",0,1,"BIO",NA
"335",335,"C1jREowAAAAJ","A MICHELLE WOOD ",0,1,"BIO",NA
"336",336,"C1VwgssAAAAJ","BERNARD MARIE CHAZELLE ",0,1,"CS",NA
"337",337,"C2k6mYwAAAAJ","SURYA RAJU KALIDINDI ",0,1,"CS",NA
"338",338,"C6DtGmMAAAAJ","JOHN C DOYLE ",0,1,"CS",NA
"339",339,"ca_O-WQAAAAJ","LARRY F ABBOTT ",0,1,"BIO",NA
"340",340,"cFbbY_gAAAAJ","DANIEL T BLUMSTEIN ",0,1,"BIO",NA
"341",341,"cfdcgXcAAAAJ","ALAN GARFINKEL ",0,1,"BIO",NA
"342",342,"CfnktjkAAAAJ","JOAN ELIZABETH STRASSMANN ",0,1,"BIO",NA
"343",343,"x8Cp75oAAAAJ","DAVID C QUELLER ",0,1,"BIO",NA
"344",344,"Cg_mRhMAAAAJ","CHARLES SCOTT GASSER ",0,1,"BIO",NA
"345",345,"ChtFYsIAAAAJ","JOY B ZEDLER ",0,1,"BIO",NA
"346",346,"chwPsSIAAAAJ","DANIEL D CARSON ",0,1,"BIO",NA
"347",347,"cI-fi9MAAAAJ","ERICH D JARVIS ",0,1,"BIO",NA
"348",348,"ci2F0o8AAAAJ","KERRY S BLOOM ",0,1,"BIO",NA
"349",349,"CIfyNMgAAAAJ","GEORGE W KLING ",0,1,"BIO",NA
"350",350,"ciQ3dn0AAAAJ","MARK YU BORODOVSKY ",0,1,"CS",NA
"351",351,"cjkgjggAAAAJ","DAVID D JENSEN ",0,1,"CS",NA
"352",352,"CJYvcWQAAAAJ","KE DONG ",0,1,"BIO",NA
"353",353,"CK_GLC8AAAAJ","VICTOR VIANU ",0,1,"CS",NA
"354",354,"cl7CnNYAAAAJ","JOHN RUSSELL GILBERT ",0,1,"CS",NA
"355",355,"CNkmfDYAAAAJ","STEPHEN M MOUNT ",0,1,"BIO",NA
"356",356,"CON0HeQAAAAJ","STEPHEN H ZINDER ",0,1,"BIO",NA
"357",357,"CoxGqVsAAAAJ","ELLIOT M MEYEROWITZ ",0,1,"BIO",NA
"358",358,"iIPwqbMAAAAJ","CHRISTOPHER H MARTIN ",0,1,"BIO",NA
"359",359,"CpBXPVoAAAAJ","NIKIL D DUTT ",0,1,"CS",NA
"360",360,"CTPwvRMAAAAJ","CAROL SHOSHKES REISS ",0,1,"BIO",NA
"361",361,"CTXoO1AAAAAJ","MARY SHAW ",0,1,"CS",NA
"362",362,"cwa28YMAAAAJ","CARL F PIEPER ",0,1,"BIO",NA
"363",363,"CXAN0i0AAAAJ","PRASAD V TADEPALLI ",0,1,"CS",NA
"364",364,"D-n1130AAAAJ","LARRY L DAVID ",0,1,"BIO",NA
"365",365,"D0lL1r0AAAAJ","PHILIP S YU ",0,1,"CS",NA
"366",366,"d1KEK84AAAAJ","TREVOR NIGEL MUDGE ",0,1,"CS",NA
"367",367,"d33xc6kAAAAJ","CHI-HING CHRISTINA CHENG ",0,1,"BIO",NA
"368",368,"D3aAA1wAAAAJ","ANNE E SIMON ",0,1,"BIO",NA
"369",369,"d3UtiX8AAAAJ","STANLEY JOEL OSHER ",0,1,"CS",NA
"370",370,"d5HLoWUAAAAJ","SHENG YANG HE ",0,1,"BIO",NA
"371",371,"D6fk8zcAAAAJ","CHRISTINE A RUSHLOW ",0,1,"BIO",NA
"372",372,"D6fp6_cAAAAJ","WARREN A HUNT ",0,1,"CS",NA
"373",373,"D6ptFeMAAAAJ","MATTHEW KEITH FRANKLIN ",0,1,"CS",NA
"374",374,"d7Gx1QYAAAAJ","MS S DRESSELHAUS ",0,1,"CS",NA
"375",375,"Da-s1FQAAAAJ","KADANGODE K RAMAKRISHNAN ",0,1,"CS",NA
"376",376,"runT3RsAAAAJ","RAJ JAIN ",0,1,"CS",NA
"377",377,"DaGZRjAAAAAJ","HOWARD OCHMAN ",0,1,"BIO",NA
"378",378,"h_MOIUUAAAAJ","DANIEL L HARTL ",0,1,"BIO",NA
"379",379,"DbZWZr8AAAAJ","NEIL IMMERMAN ",0,1,"CS",NA
"380",380,"LXVfPc8AAAAJ","ERIC S LANDER ",0,1,"BIO",NA
"381",381,"dCWcLaUAAAAJ","HELEN MIRIAM BERMAN ",0,1,"BIO",NA
"382",382,"DD6_7kwAAAAJ","MARIANNE E BRONNER-FRASER ",0,1,"BIO",NA
"383",383,"Ddfev5kAAAAJ","SHIMON Y EDELMAN ",0,1,"CS",NA
"384",384,"DeKa-fwAAAAJ","WILLIAM E FRIEDMAN ",0,1,"BIO",NA
"385",385,"dG604wQAAAAJ","DONALD H FEENER ",0,1,"BIO",NA
"386",386,"DGqqwrQAAAAJ","DAVID JOHN PERREAULT ",0,1,"CS",NA
"387",387,"dHiM2IcAAAAJ","PHILIPPE MAX FAUCHET ",0,1,"CS",NA
"388",388,"usw1MV0AAAAJ","J AN CHEN ",0,1,"CS",NA
"389",389,"DI23xwMAAAAJ","JIE YUAN LIU ",0,1,"CS",NA
"390",390,"dJlucB8AAAAJ","FREDERICK M HUGHSON ",0,1,"BIO",NA
"391",391,"djRAUcYAAAAJ","TOM MANIATIS ",0,1,"BIO",NA
"392",392,"DknsgF8AAAAJ","SALVATORE J STOLFO ",0,1,"CS",NA
"393",393,"Dl0vAp8AAAAJ","JEFFREY C TRINKLE ",0,1,"CS",NA
"394",394,"Dm-CryUAAAAJ","CRAIG B THOMPSON ",0,1,"BIO",NA
"395",395,"dmM6v4gAAAAJ","AARON P MITCHELL ",0,1,"BIO",NA
"396",396,"dOCmXwMAAAAJ","CATHERINE E BADGLEY ",0,1,"BIO",NA
"397",397,"dpH_nwUAAAAJ","MICHAEL G ROTH ",0,1,"BIO",NA
"398",398,"DP_EJ4gAAAAJ","DAVID S WILCOVE ",0,1,"BIO",NA
"399",399,"DQaARsgAAAAJ","MOSHE Y VARDI ",0,1,"CS",NA
"400",400,"Lu7biGYAAAAJ","PHOKION G KOLAITIS ",0,1,"CS",NA
"401",401,"FsBCAfgAAAAJ","JOSEPH Y HALPERN ",0,1,"CS",NA
"402",402,"dShqnssAAAAJ","GABOR KARSAI ",0,1,"CS",NA
"403",403,"DSiNzkIAAAAJ","ALFRED O HERO ",0,1,"CS",NA
"404",404,"dvl7hJEAAAAJ","RAYMOND J LEGER ",0,1,"BIO",NA
"405",405,"DW7krlcAAAAJ","DOROTA ZOFIA HAMAN ",0,1,"BIO",NA
"406",406,"g26ZEaoAAAAJ","BRIAN JH BOMAN ",0,1,"BIO",NA
"407",407,"dWVyVm4AAAAJ","HANS W PAERL ",0,1,"BIO",NA
"408",408,"Fz-5bdcAAAAJ","DOUGLAS G CAPONE ",0,1,"BIO",NA
"409",409,"DXjBcwsAAAAJ","LAURA C HARRINGTON ",0,1,"BIO",NA
"410",410,"DxSdANoAAAAJ","JAMES V STAROS ",0,1,"BIO",NA
"411",411,"dxUyNuoAAAAJ","STEVEN JAY SIBENER ",0,1,"BIO",NA
"412",412,"dxwra60AAAAJ","BRUCE A FREEMAN ",0,1,"BIO",NA
"413",413,"dywFuRMAAAAJ","BARTON PAUL MILLER ",0,1,"CS",NA
"414",414,"dzMhIxQAAAAJ","JOSEPH F KOONCE ",0,1,"BIO",NA
"415",415,"D_3H_9wAAAAJ","VINCENT F BRALTS ",0,1,"BIO",NA
"416",416,"E-sFjjsAAAAJ","ERIC L BITTMAN ",0,1,"BIO",NA
"417",417,"E1cp_aYAAAAJ","BRAD A MYERS ",0,1,"CS",NA
"418",418,"e1MZuKIAAAAJ","JESSICA KATE HODGINS ",0,1,"CS",NA
"419",419,"E2-uIQYAAAAJ","ERIC J TOPOL ",0,1,"BIO",NA
"420",420,"e4JfTgsAAAAJ","JORDAN S POBER ",0,1,"BIO",NA
"421",421,"e4QLgGsAAAAJ","CARL WU ",0,1,"BIO",NA
"422",422,"e4_ZXcwAAAAJ","GREG C GIBSON ",0,1,"BIO",NA
"423",423,"F-MEiNAAAAAJ","MAREK MLODZIK ",0,1,"BIO",NA
"424",424,"E5y_8wIAAAAJ","ERIC R PIANKA ",0,1,"BIO",NA
"425",425,"E7kDxi4AAAAJ","JEREMY NATHANS ",0,1,"BIO",NA
"426",426,"e7V7-gEAAAAJ","MARK ALAN HOROWITZ ",0,1,"CS",NA
"427",427,"e8e5qGcAAAAJ","NORMAN I BADLER ",0,1,"CS",NA
"428",428,"e9OxXgwAAAAJ","RICHARD RR MUNTZ ",0,1,"CS",NA
"429",429,"e9p7q6MAAAAJ","MARCUS E PETER ",0,1,"BIO",NA
"430",430,"e9v9lkgAAAAJ","ROBERT MULLAN COOK-DEEGAN ",0,1,"BIO",NA
"431",431,"e9xnMAEAAAAJ","DOROTHY L CHENEY ",0,1,"BIO",NA
"432",432,"ea6cjVUAAAAJ","JOHN EDWIN LAIRD ",0,1,"CS",NA
"433",433,"eaexvuEAAAAJ","IRIS MEIER ",0,1,"BIO",NA
"434",434,"eaMNlu8AAAAJ","VENKAT VENKATASUBRAMANIAN ",0,1,"CS",NA
"435",435,"EaQxCvUAAAAJ","ALEXANDER CRUZ ",0,1,"BIO",NA
"436",436,"EAzpJiQAAAAJ","MARK E HAY ",0,1,"BIO",NA
"437",437,"EcMD4XQAAAAJ","DANIEL A TRANCHINA ",0,1,"BIO",NA
"438",438,"ecPAWS8AAAAJ","SARAH A DOUGLAS ",0,1,"CS",NA
"439",439,"EDC2EP0AAAAJ","JANYCE M WIEBE ",0,1,"CS",NA
"440",440,"EetL2HQAAAAJ","RANCE CLEAVELAND ",0,1,"CS",NA
"441",441,"eEYPTKUAAAAJ","ROBERTO TAMASSIA ",0,1,"CS",NA
"442",442,"EFEC_toAAAAJ","BRUCE G BUCHANAN ",0,1,"CS",NA
"443",443,"s6XjtCMAAAAJ","RUSS BIAGIO ALTMAN ",0,1,"BIO",NA
"444",444,"EFlfpXQAAAAJ","JOHN T LEHMAN ",0,1,"BIO",NA
"445",445,"EfuT9RoAAAAJ","ELISA BERTINO ",0,1,"CS",NA
"446",446,"eHhHOD0AAAAJ","GORDON S NOVAK ",0,1,"CS",NA
"447",447,"eIYoeT4AAAAJ","CLAYTON H LEWIS ",0,1,"CS",NA
"448",448,"ejR8Xx0AAAAJ","CHRISTOPHER J STAIGER ",0,1,"BIO",NA
"449",449,"EmLddhQAAAAJ","DAVID P CREWS ",0,1,"BIO",NA
"450",450,"ENTGDS8AAAAJ","ROBERT L MINCKLEY ",0,1,"BIO",NA
"451",451,"EqetexsAAAAJ","DAVID JURIS KRIEGMAN ",0,1,"CS",NA
"452",452,"Er-gEaoAAAAJ","JOHN HENRY REIF ",0,1,"CS",NA
"453",453,"EtRpNRAAAAAJ","DANIEL HOWARD COHN ",0,1,"BIO",NA
"454",454,"EUMYhUvzt6IC","RAMAKANT NEVATIA ",0,1,"CS",NA
"455",455,"Evt-0DUAAAAJ","LISA A DONOVAN ",0,1,"BIO",NA
"456",456,"ex9BQiIAAAAJ","CLAIRE CARDIE ",0,1,"CS",NA
"457",457,"ExEEjcQAAAAJ","MATTHEW K FARRENS ",0,1,"CS",NA
"458",458,"ExyBO8AAAAAJ","AMIR MORTAZAWI ",0,1,"CS",NA
"459",459,"eyq1L0gAAAAJ","NING QIAN ",0,1,"BIO",NA
"460",460,"EyUdMn0AAAAJ","JOHN NORTON THOMPSON ",0,1,"BIO",NA
"461",461,"Ezrt3pkAAAAJ","MAURICE P HERLIHY ",0,1,"CS",NA
"462",462,"ezVN9NUAAAAJ","YASUKO RIKIHISA ",0,1,"BIO",NA
"463",463,"F2cBeqkAAAAJ","STEPHEN MILES GATESY ",0,1,"BIO",NA
"464",464,"F4v_MEIAAAAJ","J DOUGLAS BIRDWELL ",0,1,"CS",NA
"465",465,"F6LzqwMAAAAJ","WILLIAM LOUIS SCHERLIS ",0,1,"CS",NA
"466",466,"f7laURkAAAAJ","EDWARD K WONG ",0,1,"CS",NA
"467",467,"f8FjAtMAAAAJ","CARLO ZANIOLO ",0,1,"CS",NA
"468",468,"F9kqUXkAAAAJ","PHILLIP B GIBBONS ",0,1,"CS",NA
"469",469,"fABXPQQAAAAJ","BRIAN DORSEY FARRELL ",0,1,"BIO",NA
"470",470,"fAw_t5EAAAAJ","ROGER DEAN CHAMBERLAIN ",0,1,"CS",NA
"471",471,"fDdcWBEAAAAJ","ARIE KAUFMAN ",0,1,"CS",NA
"472",472,"FEBziZ0AAAAJ","BRYAN T GRENFELL ",0,1,"BIO",NA
"473",473,"fEVXhhAAAAAJ","KISHOR SHRIDHARBHAI TRIVEDI ",0,1,"CS",NA
"474",474,"fEYp6hEAAAAJ","TOMASZ IMIELINSKI ",0,1,"CS",NA
"475",475,"fez4ulcAAAAJ","DANA S NAU ",0,1,"CS",NA
"476",476,"FfFBUCUAAAAJ","GERARD KARSENTY ",0,1,"BIO",NA
"477",477,"FfqHjHoAAAAJ","KATHLEEN SHIVE MATTHEWS ",0,1,"BIO",NA
"478",478,"ffUu1PcAAAAJ","RICHARD M STERN ",0,1,"CS",NA
"479",479,"fGcKnpIAAAAJ","BHASKAR DASGUPTA ",0,1,"CS",NA
"480",480,"Fi3oKmQAAAAJ","MARK R PITTELKOW ",0,1,"BIO",NA
"481",481,"FI5-sZEAAAAJ","SHAHRAM GHANDEHARIZADEH ",0,1,"CS",NA
"482",482,"fIoDWp8AAAAJ","JACK SCOTT SNOEYINK ",0,1,"CS",NA
"483",483,"FjV70BwAAAAJ","ADELE E HOWE ",0,1,"CS",NA
"484",484,"fljUQhYAAAAJ","JOHN M WARD ",0,1,"BIO",NA
"485",485,"FmrDR68AAAAJ","J KENNETH SALISBURY ",0,1,"CS",NA
"486",486,"fnE2dSoAAAAJ","STEVEN SOL SKIENA ",0,1,"CS",NA
"487",487,"foNB6isAAAAJ","JOEL D BLUM ",0,1,"BIO",NA
"488",488,"forPRN8AAAAJ","SOKRATES T PANTELIDES ",0,1,"CS",NA
"489",489,"fqy0tRYAAAAJ","JULIO M FERNANDEZ ",0,1,"BIO",NA
"490",490,"FUJJ66cAAAAJ","MARK A CHAPPELL ",0,1,"BIO",NA
"491",491,"FuOqWNEAAAAJ","VLADIMIR LIFSCHITZ ",0,1,"CS",NA
"492",492,"fup4ihsAAAAJ","GILBERT CHU ",0,1,"BIO",NA
"493",493,"fUTN90MAAAAJ","VASSILIS J TSOTRAS ",0,1,"CS",NA
"494",494,"FWjqglcAAAAJ","ROBERT JK JACOB ",0,1,"CS",NA
"495",495,"VjvupJUAAAAJ","JED A FUHRMAN ",0,1,"BIO",NA
"496",496,"FzBDS4gAAAAJ","THOMAS MARTIN CONTE ",0,1,"CS",NA
"497",497,"g--NxecAAAAJ","ELLEN LOUISE SIMMS ",0,1,"BIO",NA
"498",498,"g-WedwYAAAAJ","GEORGE KESIDIS ",0,1,"CS",NA
"499",499,"g0s8hgEAAAAJ","LEWIS CLAYTON CANTLEY ",0,1,"BIO",NA
"500",500,"G4Np3c0AAAAJ","JONATHAN B LOSOS ",0,1,"BIO",NA
"501",501,"G6kA1CMAAAAJ","HAESUN PARK ",0,1,"CS",NA
"502",502,"G6XN5cRm0FIJ","ERIC HAROLD NYBERG ",0,1,"CS",NA
"503",503,"GAkCu5kAAAAJ","JOSE L PANERO ",0,1,"BIO",NA
"504",504,"GAOlOs4AAAAJ","MICHAEL W NACHMAN ",0,1,"BIO",NA
"505",505,"gAP-9H8AAAAJ","STEPHEN R FORREST ",0,1,"CS",NA
"506",506,"gb2r2ssAAAAJ","ALFRED VAINO AHO ",0,1,"CS",NA
"507",507,"gb8sbdcAAAAJ","GREGORY D ABOWD ",0,1,"CS",NA
"508",508,"gBefoakAAAAJ","L RIDGWAY SCOTT ",0,1,"CS",NA
"509",509,"Gc5_cCEAAAAJ","CRAIG EUGENE NELSON ",0,1,"BIO",NA
"510",510,"GdZvLR0AAAAJ","RICHARD L MARSH ",0,1,"BIO",NA
"511",511,"GerRNbUAAAAJ","MARK DAVID ROSE ",0,1,"BIO",NA
"512",512,"gglBK4QAAAAJ","ERNESTO I FREIRE ",0,1,"BIO",NA
"513",513,"GglcIVYAAAAJ","MICHAEL JOHN SANDERSON ",0,1,"BIO",NA
"514",514,"gGSiW3YAAAAJ","JERZY KANICKI ",0,1,"CS",NA
"515",515,"ghWKWBUAAAAJ","FRANK PFENNING ",0,1,"CS",NA
"516",516,"GKTKZ8kAAAAJ","SETHURAMAN PANCH PANCHANATHAN ",0,1,"CS",NA
"517",517,"GkvvVp8AAAAJ","SUSAN RUTHERFORD MCCOUCH ",0,1,"BIO",NA
"518",518,"GljRwkUAAAAJ","MARK M DAVIS ",0,1,"BIO",NA
"519",519,"GlqwYCwAAAAJ","GEORGE N PHILLIPS ",0,1,"BIO",NA
"520",520,"GmcChLIAAAAJ","JAMES D FOLEY ",0,1,"CS",NA
"521",521,"PogsVkYAAAAJ","STEVEN K FEINER ",0,1,"CS",NA
"522",522,"GnDVXWcAAAAJ","PAUL RAYMOND RUSSELL ",0,1,"BIO",NA
"523",523,"gNMqz_4AAAAJ","TIMOTHY A DAVIS ",0,1,"CS",NA
"524",524,"GPlRHI8AAAAJ","SALLY MACINTYRE ",0,1,"BIO",NA
"525",525,"gpQ-Vh4AAAAJ","THOMAS J DICHRISTINA ",0,1,"BIO",NA
"526",526,"GqI1Ma4AAAAJ","BERISLAV V ZLOKOVIC ",0,1,"BIO",NA
"527",527,"gQOKAggAAAAJ","TOMAS LOZANO-PEREZ ",0,1,"CS",NA
"528",528,"M6urChQAAAAJ","ALOYSIUS K MOK ",0,1,"CS",NA
"529",529,"grYHYo0AAAAJ","VIJAYA RAMACHANDRAN ",0,1,"CS",NA
"530",530,"Gs5F2jYAAAAJ","PETER K ALLEN ",0,1,"CS",NA
"531",531,"gs_WpWIAAAAJ","CALVIN J RIBBENS ",0,1,"CS",NA
"532",532,"GTGud6oAAAAJ","CHARLES R FISHER ",0,1,"BIO",NA
"533",533,"GUAoEcAAAAAJ","SCOTT J SHENKER ",0,1,"CS",NA
"534",534,"gUEkPQEAAAAJ","PHILLIP WALDER ROGAWAY ",0,1,"CS",NA
"535",535,"guhwcP8AAAAJ","HENRY O FUCHS ",0,1,"CS",NA
"536",536,"h6jljQQAAAAJ","EVA TARDOS ",0,1,"CS",NA
"537",537,"gVZmNskAAAAJ","BERYL BRINTNALL SIMPSON ",0,1,"BIO",NA
"538",538,"gWBoNCsAAAAJ","CHARLES ERIC LEISERSON ",0,1,"CS",NA
"539",539,"Gwrwxa0AAAAJ","BRUCE MACDOWELL MAGGS ",0,1,"CS",NA
"540",540,"RUP4S68AAAAJ","SANJEEV ARORA ",0,1,"CS",NA
